Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Open Interest,Expiration Date,52 Week Range,asset_type,50 Day Average,200 Day Average,3-Mo Return,YTD Return,Market Cap,PE Ratio (TTM)
^SP500-40101010,S&P 500 Diversified Banks (Sub,516.21,3.76,+0.73%,,,,,,Index,,,,,,
^SP1500-40101010,S&P Composite 1500 Diversified,538.97,3.92,+0.73%,,,,,,Index,,,,,,
^DJUSUT,Dow Jones U.S. Utilities Index,345.15,2.42,+0.71%,,,,,,Index,,,,,,
^SP1500-6010,S&P Composite 1500 Real Estate,210.74,1.46,+0.70%,,,,,,Index,,,,,,
^SP1500-60,S&P Composite 1500 Real Estate,210.20,1.42,+0.68%,,,,,,Index,,,,,,
^SP500-45,S&P 500 Information Technology (Sector),"2,608.75",17.58,+0.68%,,,,,,Index,,,,,,
^DJUSRE,Dow Jones U.S. Real Estate Inde,327.22,2.06,+0.63%,,,,,,Index,,,,,,
^SP1500-45,S&P Composite 1500 Information,"2,631.53",16.22,+0.62%,,,,,,Index,,,,,,
^DJUSRI,Dow Jones U.S. Real Estate Inve,135.88,0.83,+0.61%,,,,,,Index,,,,,,
^SP100,S&P 100,"1,882.04",10.1,+0.54%,,,,,,Index,,,,,,
^DJUSIS,Dow Jones U.S. Support Services,667.87,3.48,+0.52%,,,,,,Index,,,,,,
^DJUSPN,Dow Jones U.S. Pharmaceuticals,"1,059.01",4.97,+0.47%,,,,,,Index,,,,,,
^SP1500-2550,S&P Composite 1500 Retailing (I,"2,753.10",11.83,+0.43%,,,,,,Index,,,,,,
^DJUSME,Dow Jones U.S. Media Index,795.46,3.28,+0.41%,,,,,,Index,,,,,,
^SPX,S&P 500 INDEX,"4,105.02",14.64,+0.36%,,,,,,Index,,,,,,
^GSPC,S&P 500,"4,105.02",14.64,+0.36%,,,,,,Index,,,,,,
^DJUSFN,Dow Jones U.S. Financials Index,696.49,2.41,+0.35%,,,,,,Index,,,,,,
^SP1500-40,S&P Composite 1500 Financials (,574.94,1.96,+0.34%,,,,,,Index,,,,,,
^DJUSGT,Dow Jones U.S. General Retailer,"1,860.63",6.3,+0.34%,,,,,,Index,,,,,,
^SPTMI,S&P TMI,"4,130.28",13.29,+0.32%,,,,,,Index,,,,,,
^SP1500,S&P Composite 1500,934.65,2.98,+0.32%,,,,,,Index,,,,,,
^SP500-40,S&P 500 Financials (Sector),531.81,1.63,+0.31%,,,,,,Index,,,,,,
^SP1500-3520,S&P Composite 1500 - Pharmaceut,"1,353.75",4.02,+0.30%,,,,,,Index,,,,,,
^DJUSHC,Dow Jones U.S. Health Care Inde,"1,423.05",4.14,+0.29%,,,,,,Index,,,,,,
^SP1500-35,S&P Composite 1500 Health Care,"1,624.21",3.75,+0.23%,,,,,,Index,,,,,,
^SPTEST1,S&P GLOBAL 1200 Materials (Indu,"2,220.48",5.12,+0.23%,,,,,,Index,,,,,,
^SP500-35,S&P 500 Health Care (Sector),"1,557.33",3.5,+0.23%,,,,,,Index,,,,,,
^DJUSBC,Dow Jones U.S. Broadcasting & E,"1,141.07",2.44,+0.21%,,,,,,Index,,,,,,
^DJA,Dow Jones Composite Average,"11,156.67",23.63,+0.21%,,,,,,Index,,,,,,
^SP1500-4520,S&P Composite 1500 Technology H,"2,776.90",5.16,+0.19%,,,,,,Index,,,,,,
^SPCBMIRWDUSD1,S&P Developed BMI (USD),609.77,0.81,+0.13%,,,,,,Index,,,,,,
^DJUSRT,Dow Jones U.S. Retail Index,"1,699.12",1.76,+0.10%,,,,,,Index,,,,,,
^SP500-30,S&P 500 Consumer Staples (Sector),787.45,0.63,+0.08%,,,,,,Index,,,,,,
^DJUSCY,Dow Jones U.S. Consumer Service,"1,236.87",0.95,+0.08%,,,,,,Index,,,,,,
^SP1500-30,S&P Composite 1500 Consumer Sta,832.42,0.59,+0.07%,,,,,,Index,,,,,,
^DJUSTQ,Dow Jones U.S. Technology Hardw,"3,952.49",2.62,+0.07%,,,,,,Index,,,,,,
^SP500-25,S&P 500 Consumer Discretionary (Sector),"1,129.59",0.56,+0.05%,,,,,,Index,,,,,,
^SP1500-4020,S&P Composite 1500 Diversified,988.49,0.43,+0.04%,,,,,,Index,,,,,,
^SP500-4020,S&P 500 Diversified Financials (Industry Group),937.24,0.36,+0.04%,,,,,,Index,,,,,,
^SP600,S&P 600,"1,150.01",0.2,+0.02%,,,,,,Index,,,,,,
^SP500-45301020,S&P 500 Semiconductors (Sub Ind),"2,070.05",0.18,+0.01%,,,,,,Index,,,,,,
^DJI2MN,Dow Jones Industrial Average (2,"33,485.29",2.57,+0.01%,,,,,,Index,,,,,,
^DJI,Dow Jones Industrial Average,"33,485.29",2.57,+0.01%,,,,,,Index,,,,,,
^SP1500-25,S&P Composite 1500 Consumer Dis,"1,045.78",-0.17,-0.02%,,,,,,Index,,,,,,
^DJUSIG,Dow Jones U.S. Industrial Goods,990.74,-0.17,-0.02%,,,,,,Index,,,,,,
^DJUSIN,Dow Jones U.S. Industrials Inde,936.19,-0.17,-0.02%,,,,,,Index,,,,,,
^DJUSNG,Dow Jones U.S. Personal & House,911.55,-0.2,-0.02%,,,,,,Index,,,,,,
^SP1500-45301020,S&P Composite 1500 Semiconducto,"2,059.32",-0.51,-0.02%,,,,,,Index,,,,,,
^SP500-20,S&P 500 Industrials (Sector),827.76,-0.21,-0.03%,,,,,,Index,,,,,,
^DJUSNC,Dow Jones U.S. Consumer Goods I,841.83,-0.57,-0.07%,,,,,,Index,,,,,,
^SP1500-20,S&P Composite 1500 Industrials,903.38,-0.79,-0.09%,,,,,,Index,,,,,,
^SP500-453010,S&P 500 Semiconductor & Semiconductor Equipment (Industry),"2,164.56",-3.65,-0.17%,,,,,,Index,,,,,,
^SP500-4530,S&P 500 Semiconductors & Semiconductor Equipment (Industry Group),"2,164.56",-3.65,-0.17%,,,,,,Index,,,,,,
^SP400,S&P 400,"2,447.09",-4.45,-0.18%,,,,,,Index,,,,,,
^DJUSCG,Dow Jones U.S. Travel & Leisure,"1,292.04",-2.57,-0.20%,,,,,,Index,,,,,,
^SP1500-4530,S&P Composite 1500 Semiconducto,"2,197.58",-4.43,-0.20%,,,,,,Index,,,,,,
^SP1500-453010,S&P Composite 1500 Semiconducto,"2,197.58",-4.43,-0.20%,,,,,,Index,,,,,,
^SP1500-1510,S&P Composite 1500 Materials (I,539.57,-1.19,-0.22%,,,,,,Index,,,,,,
^SP1500-15,S&P Composite 1500 Materials (S,539.57,-1.19,-0.22%,,,,,,Index,,,,,,
^DJUSSC,Dow Jones U.S. Semiconductors I,"7,558.53",-17.54,-0.23%,,,,,,Index,,,,,,
^DJUSFI,Dow Jones U.S. Financial Servic,"1,435.50",-3.57,-0.25%,,,,,,Index,,,,,,
^DJUSGF,Dow Jones U.S. Financial Servic,"1,609.01",-4.01,-0.25%,,,,,,Index,,,,,,
^DJUSBM,Dow Jones U.S. Basic Materials,540.54,-1.65,-0.30%,,,,,,Index,,,,,,
^SP500-25102010,S&P 500 Automobile Manufacturers (Sub Ind),58.96,-0.23,-0.39%,,,,,,Index,,,,,,
^SP1500-25102010,S&P Composite 1500 Automobile M,66.29,-0.26,-0.39%,,,,,,Index,,,,,,
^SP500-251020,S&P 500 Automobiles (Industry),78.67,-0.31,-0.39%,,,,,,Index,,,,,,
^SP1500-251020,S&P Composite 1500 Automobiles,89.14,-0.36,-0.40%,,,,,,Index,,,,,,
^DJUSAU,Dow Jones U.S. Automobiles Inde,683.09,-2.8,-0.41%,,,,,,Index,,,,,,
^SP1500-2010,S&P Composite 1500 Capital Good,947.52,-4.0,-0.42%,,,,,,Index,,,,,,
^DJUSAP,Dow Jones U.S. Automobiles & Pa,810.33,-3.51,-0.43%,,,,,,Index,,,,,,
^SP500-2510,S&P 500 Automobiles & Components (Industry Group),107.98,-0.48,-0.44%,,,,,,Index,,,,,,
^SP1500-2510,S&P Composite 1500 Automobiles,124.75,-0.56,-0.45%,,,,,,Index,,,,,,
^SP1500-101020,"S&P Composite 1500 Oil, Gas & C",739.02,-10.79,-1.44%,,,,,,Index,,,,,,
^SP500-101020,"S&P 500 Oil, Gas & Consumable Fuels (Industry)",736.08,-10.77,-1.44%,,,,,,Index,,,,,,
^DJUSEN,Dow Jones U.S. Oil & Gas Index,705.86,-10.37,-1.45%,,,,,,Index,,,,,,
^SP1500-10,S&P Composite 1500 Energy (Sect,646.63,-9.63,-1.47%,,,,,,Index,,,,,,
^SP1500-1010,S&P Composite 1500 Energy (Indu,646.63,-9.63,-1.47%,,,,,,Index,,,,,,
^SP500-1010,S&P 500 Energy (Industry Group),654.14,-9.77,-1.47%,,,,,,Index,,,,,,
^GSPE,S&P 500 Energy (Sector),654.14,-9.77,-1.47%,,,,,,Index,,,,,,
^DJUSOG,Dow Jones U.S. Oil & Gas Produc,842.16,-13.05,-1.53%,,,,,,Index,,,,,,
